PERIOD,RADIUS,DENSITY,NUM_PLANETS,DURATION,TEFF,DEPTH
12.4237327,1.12,0.01766,2.0,18.15,5221.0,30.1
4.8204512,2.36747,0.993,1.0,1.756,3692.0,1930.0
161.5278347,8.19,32.90527,1.0,3.6734,5778.0,4653.6
14.5893928,3.567,0.03642,1.0,15.54,5726.0,714.1
8.31224474,10.63,0.0113,1.0,2.663,5421.0,70.8
1.044408447,1.17,0.20213,1.0,3.633,7274.0,46.2
8.82715783,1.67,8.69135,1.0,2.019,5550.0,368.6
3.0071496,8.05598,0.993,1.0,4.461,5906.0,3310.0
5.68251605,1.03,1.16993,1.0,3.479,5753.0,81.2
40.879068,3.35,0.03354,1.0,6.562,6072.0,499.2
4.93883135,1.44,0.24577,2.0,4.388,6112.0,123.5
12.9348816,3.567,0.993,0.0,3.30605,5726.0,1.516
8.51226,5.90105,0.993,1.0,3.068,9387.0,620.0
3.577501,3.3001,0.993,0.0,3.30605,4642.1,0.13
9.55287,3.567,0.993,2.0,3.30605,6364.0,714.1
1.396291,1.89,0.993,0.0,3.30605,5728.0,714.1
5.89089509,1.54,3.32846,1.0,2.402,5869.0,267.7
14.152,10.6751,0.993,1.0,3.599,5823.9,3800.0
49.26678528,929.36,3.92515,1.0,5.5692,5988.0,8494.0
2.756536015,57.46,0.53422,1.0,1.5908,5496.0,3590.8
1.540395674,117.33,0.67983,1.0,2.80168,7394.0,70615.0
9.27898,15.0807,0.993,1.0,6.514,5898.8,9020.0
14.09189,2.73,0.993,3.0,3.30605,5413.0,714.1
3.0825102,10.2259,0.993,1.0,3.708,6001.8,4011.0
6.7510278,13.8093,0.993,1.0,4.011,5024.0,6350.0
35.6225528,2.24,2.56109,1.0,4.845,5799.0,651.1
3.02168007,1.31,0.97869,1.0,2.8264,6201.0,171.9
4.7631,4.06445,0.993,1.0,1.838,6105.1,850.0
86.4943704,3.07,0.64598,2.0,7.471,5252.0,995.2
4.8170684,24.4342674,0.993,1.0,3.1822663,6380.0,23137.3629965
4.8045244,3.62,0.993,0.0,3.30605,6187.0,0.0678
44.556456,1.62,2.1,3.0,3.30605,3835.0,714.1
0.856895349,0.82,2.02187,1.0,1.3078,6021.0,82.2
358.101884,0.95,6.53276,1.0,6.393,5786.0,114.0
7.16520428,2.31,12.53756,1.0,1.705,6174.0,433.8
0.8891483,14.8249782,0.993,1.0,1.1970992,3653.0,44722.5890994
0.957823876,110.91,0.32696,1.0,3.7232,5908.0,104690.0
100.303613,78.77,3.17859,1.0,10.578,6060.0,488040.0
366.71923,3.35,1.84205,1.0,9.8,6295.0,246.4
13.97876,2.77,0.993,1.0,3.30605,5026.0,0.11
3.728732147,6.02,1.24118,1.0,2.683,5497.0,5226.5
2.7200197,1.53,3.7863,1.0,1.874,3939.0,869.0
2.1721416,18.0850347,0.993,1.0,2.7480823,6198.0,17864.5520776
3.4717583,15.0586,0.993,1.0,3.494,6549.0,11480.0
21.191788,1.3172461,0.993,1.0,3.30605,5277.0,714.1
387.56519,4.02,0.15784,2.0,13.28,6289.0,1083.0
2.369019,1.67,0.993,1.0,3.30605,5726.0,0.03194
84.6877524,3.37,0.74607,2.0,10.0248,6688.0,347.7
10.0044,1.69,0.993,1.0,3.30605,4044.0,714.1
0.4378443,41.0,0.993,0.0,3.30605,5726.0,0.553
3.4569274,3.567,0.993,1.0,2.805,4973.0,20700.0
15.0700779,2.7293235,0.993,1.0,3.8675641,5159.0,852.6165721
3.1467665,3.567,0.993,1.0,3.359,8232.0,5630.0
0.63938062,51.53,0.19338,1.0,1.2067,6607.0,308.0
18.0971,2.21,0.993,1.0,3.30605,5726.0,0.0298
0.944598153,37.61,0.02825,1.0,4.018,4877.0,200.9
5.577212,1.08,0.993,4.0,3.30605,3360.47,714.1
2.379282197,25.74,1.11008,2.0,3.1729,6392.0,48434.0
2.225177,1.589,8.84,1.0,3.30605,5520.0,714.1
1.025465924,106.84,0.41631,1.0,3.71841,6700.0,152680.0
3.1833919,13.8362,0.993,1.0,2.017,6405.0,9850.0
580.7,3.567,0.993,4.0,3.30605,5576.0,714.1
3.38631713618,3.567,0.993,1.0,3.30605,5780.0,0.62598518
31.2012202,1.47,1.48794,2.0,4.077,4513.0,360.1
3.7724643,13.0104,0.993,1.0,2.099,6170.0,8796.0
76.642481,1.36,3.86123,2.0,5.476,5537.0,64.5
